"Genus"
"Taxon_1" "[Arcobacter] porcinus"
Polaribacter sejongensis	985043	S	28	0	28	0.00001
Polaribacter haliotis	1888915	S	15	0	15	0.00000
Flavobacterium sp. P2-65	2748320	S	566	62	628	0.00012
Flavobacterium sp. CLA17	2724135	S	303	67	370	0.00007
Flavobacterium sp. Sr18	935222	S	224	35	259	0.00005
Flavobacterium sp. SLB02	2665645	S	223	78	301	0.00006
Flavobacterium sp. M31R6	2739062	S	218	40	258	0.00005
Flavobacterium sp. KBS0721	1179672	S	203	95	298	0.00006
Flavobacterium sp. MDT1-60	1979344	S	192	49	241	0.00005
Flavobacterium sp. BB8	2816357	S	166	53	219	0.00004
Flavobacterium sp. HYN0086	2249356	S	162	74	236	0.00004
Flavobacterium sp. 140616W15	2478552	S	158	37	195	0.00004
Flavobacterium sp. CJ74	2294119	S	152	8	160	0.00003
Flavobacterium sp. I3-2	2748319	S	87	117	204	0.00004
Flavobacterium sp. xlx-214	2654325	S	80	8	88	0.00002
Flavobacterium sp. LPB0248	2614441	S	76	78	154	0.00003
Flavobacterium sp. CS20	2775246	S	26	3	29	0.00001
Flavobacterium kingsejongi	1678728	S	546	62	608	0.00011
Flavobacterium sangjuense	2518177	S	290	22	312	0.00006
Flavobacterium johnsoniae	986	S	272	150	422	0.00008
Flavobacterium pallidum	2172098	S	255	25	280	0.00005
Flavobacterium alkalisoli	2602769	S	217	13	230	0.00004
Flavobacterium commune	1306519	S	192	28	220	0.00004
Flavobacterium crocinum	2183896	S	190	99	289	0.00005
Flavobacterium anhuiense	459526	S	187	140	327	0.00006
Flavobacterium psychrophilum	96345	S	184	39	223	0.00004
Flavobacterium magnum	2162713	S	176	18	194	0.00004
Flavobacterium gilvum	1492737	S	175	26	201	0.00004
Flavobacterium sediminis	2201181	S	162	159	321	0.00006
Flavobacterium columnare	996	S	152	30	182	0.00003
Flavobacterium nackdongense	2547394	S	145	11	156	0.00003
Flavobacterium album	2175091	S	141	7	148	0.00003
Flavobacterium indicum	312277	S	138	12	150	0.00003
Flavobacterium nitrogenifigens	1617283	S	120	118	238	0.00004
Flavobacterium haoranii	683124	S	119	44	163	0.00003
Flavobacterium branchiophilum	55197	S	114	8	122	0.00002
Flavobacterium arcticum	1784713	S	110	6	116	0.00002
Flavobacterium faecale	1355330	S	104	12	116	0.00002
Flavobacterium crassostreae	1763534	S	64	16	80	0.00002
Costertonia aggregata	343403	S	7187	290	7477	0.00140
Capnocytophaga sp. oral taxon 878	1316596	S	29	22	51	0.00001
Capnocytophaga sp. FDAARGOS_737	2545799	S	11	13	24	0.00000
Capnocytophaga canimorsus	28188	S	59	20	79	0.00001
Capnocytophaga cynodegmi	28189	S	28	14	42	0.00001
Capnocytophaga stomatis	1848904	S	25	8	33	0.00001
Capnocytophaga endodontalis	2708117	S	22	17	39	0.00001
Capnocytophaga sputigena	1019	S	21	10	31	0.00001
Capnocytophaga gingivalis	1017	S	14	2	16	0.00000
Capnocytophaga haemolytica	45243	S	12	0	12	0.00000
Myroides odoratus	256	S	91	6	97	0.00002
Myroides fluvii	2572594	S	67	6	73	0.00001
Myroides profundi	480520	S	58	10	68	0.00001
Myroides phaeus	702745	S	49	29	78	0.00001
Myroides sp. ZB35	1458492	S	19	36	55	0.00001
Tenacibaculum maritimum	107401	S	95	5	100	0.00002
Tenacibaculum jejuense	584609	S	51	1	52	0.00001
Tenacibaculum sp. SZ-18	754423	S	29	1	30	0.00001
Tenacibaculum sp. DSM 106434	2358479	S	20	4	24	0.00000
Tenacibaculum mesophilum	104268	S	48	12	60	0.00001
Tenacibaculum dicentrarchi	669041	S	33	5	38	0.00001
Gramella fulva	2126553	S	58	2	60	0.00001
Gramella flava	1486245	S	55	6	61	0.00001
Gramella salexigens	1913577	S	51	1	52	0.00001
Gramella forsetii	411153	S	47	3	50	0.00001
Gramella sp. MAR_2010_147	1250205	S	34	1	35	0.00001
Gramella echinicola	279359	S	20	0	20	0.00000
Winogradskyella sp. PC-19	754417	S	42	5	47	0.00001
Winogradskyella sp. J14-2	1936080	S	30	1	31	0.00001
Winogradskyella sp. PG-2	754409	S	17	1	18	0.00000
Winogradskyella helgolandensis	2697010	S	35	2	37	0.00001
Winogradskyella forsetii	2686077	S	34	7	41	0.00001
Winogradskyella schleiferi	2686078	S	31	10	41	0.00001
Winogradskyella sediminis	1382466	S	23	2	25	0.00000
Aquimarina sp. TRL1	2736252	S	68	1	69	0.00001
Aquimarina sp. AD10	1714849	S	63	1	64	0.00001
Aquimarina sp. BL5	1714860	S	57	1	58	0.00001
Aquimarina sp. AD1	1714848	S	23	0	23	0.00000
Cellulophaga baltica	76594	S	59	3	62	0.00001
Cellulophaga algicola	59600	S	51	5	56	0.00001
Cellulophaga lytica	979	S	35	2	37	0.00001
Cellulophaga sp. L1A9	2686362	S	34	5	39	0.00001
Formosa sp. L2A11	2686363	S	40	4	44	0.00001
Formosa sp. Hel3_A1_48	1336795	S	28	2	30	0.00001
Formosa sp. Hel1_31_208	1798225	S	26	0	26	0.00000
Formosa sp. Hel1_33_131	1336794	S	14	0	14	0.00000
Formosa agariphila	320324	S	39	4	43	0.00001
Formosa sediminum	2594004	S	16	1	17	0.00000
Maribacter sp. HTCC2170	313603	S	67	3	70	0.00001
Maribacter sp. T28	1836467	S	39	14	53	0.00001
Maribacter cobaltidurans	1178778	S	25	8	33	0.00001
Nonlabens sp. Ci31	2608253	S	18	1	19	0.00000
Nonlabens sp. MB-3u-79	2058134	S	10	0	10	0.00000
Nonlabens dokdonensis	328515	S	31	4	35	0.00001
Nonlabens spongiae	331648	S	21	5	26	0.00000
Nonlabens ponticola	2496866	S	15	1	16	0.00000
Nonlabens marinus	930802	S	14	2	16	0.00000
Muricauda sp. 501str8	2698672	S	50	7	57	0.00001
Muricauda ruestringensis	111501	S	38	2	40	0.00001
Muricauda lutaonensis	516051	S	27	1	28	0.00001
Aequorivita sp. KX20305	2803865	S	47	1	48	0.00001
Aequorivita sp. H23M31	2494375	S	30	0	30	0.00001
Aequorivita sublithincola	101385	S	25	0	25	0.00000
Lacinutrix sp. Bg11-31	2057808	S	23	1	24	0.00000
Lacinutrix sp. 5H-3-7-4	983544	S	21	3	24	0.00000
Lacinutrix sp. WUR7	2653681	S	11	0	11	0.00000
Lacinutrix venerupis	1486034	S	31	3	34	0.00001
Kordia antarctica	1218801	S	43	2	45	0.00001
Kordia sp. SMS9	2282170	S	41	1	42	0.00001
Salegentibacter salegens	143223	S	57	9	66	0.00001
Salegentibacter sp. T436	1729720	S	17	5	22	0.00000
Algibacter sp. L3A6	2686366	S	30	4	34	0.00001
Algibacter sp. L1A34	2686365	S	17	2	19	0.00000
Algibacter alginicilyticus	1736674	S	26	1	27	0.00001
Antarcticibacterium arcticum	2585771	S	48	2	50	0.00001
Antarcticibacterium flavum	2058175	S	24	2	26	0.00000
Dokdonia sp. 4H-3-7-5	983548	S	12	9	21	0.00000
Dokdonia sp. PRO95	1239415	S	12	7	19	0.00000
Dokdonia sp. Dokd-P16	2173169	S	12	7	19	0.00000
Gillisia sp. Hel1_33_143	1336796	S	56	5	61	0.00001
Arenibacter algicola	616991	S	56	1	57	0.00001
Tamlana carrageenivorans	2069432	S	28	5	33	0.00001
Tamlana sp. s12	1630406	S	18	4	22	0.00000
Psychroserpens sp. NJDZ02	2570561	S	54	15	69	0.00001
Galbibacter sp. BG1	1170699	S	51	3	54	0.00001
Flavivirga eckloniae	1803846	S	51	0	51	0.00001
Olleya aquimaris	639310	S	25	2	27	0.00001
Olleya sp. Bg11-27	2058135	S	23	6	29	0.00001
Zunongwangia profunda	398743	S	48	11	59	0.00001
Zobellia galactanivorans	63186	S	44	0	44	0.00001
Urechidicola croceus	1850246	S	44	5	49	0.00001
Mariniflexile sp. TRM1-10	2027857	S	44	0	44	0.00001
Lutibacter profundi	1622118	S	41	1	42	0.00001
Robiginitalea biformata	252307	S	40	1	41	0.00001
Altibacter sp. ALE3EI	2562285	S	37	0	37	0.00001
Euzebyella marina	1761453	S	34	4	38	0.00001
Seonamhaeicola sp. S2-3	1936081	S	33	1	34	0.00001
Wenyingzhuangia fucanilytica	1790137	S	33	1	34	0.00001
Psychroflexus torquis	57029	S	22	2	24	0.00000
Amniculibacterium sp. G2-70	2767188	S	30	26	56	0.00001
Siansivirga zeaxanthinifaciens	762954	S	26	1	27	0.00001
Aureitalea sp. RR4-38	2094025	S	25	0	25	0.00000
Gilvibacter sp. SZ-19	754429	S	22	0	22	0.00000
Changchengzhania lutea	2049305	S	19	0	19	0.00000
Oceanihabitans sp. IOP_32	2529032	S	18	3	21	0.00000
Croceibacter atlanticus	313588	S	16	0	16	0.00000
Muriicola sp. MMS17-SY002	2507538	S	13	0	13	0.00000
Flagellimonas maritima	1383885	S	13	0	13	0.00000
Sediminicola sp. YIK13	1453352	S	13	0	13	0.00000
Leeuwenhoekiella sp. ZYFB001	2719912	S	12	0	12	0.00000
Chryseobacterium sp. NEB161	2724619	S	66	96	162	0.00003
Chryseobacterium sp. G0186	2487064	S	52	43	95	0.00002
Chryseobacterium sp. JV274	1932669	S	47	11	58	0.00001
Chryseobacterium sp. 3008163	2478663	S	43	7	50	0.00001
Chryseobacterium sp. StRB126	878220	S	41	9	50	0.00001
Chryseobacterium sp. T16E-39	2015076	S	34	3	37	0.00001
Chryseobacterium sp. G0201	2487065	S	33	8	41	0.00001
Chryseobacterium sp. POL2	2713414	S	30	23	53	0.00001
Chryseobacterium sp. NBC 122	2547600	S	20	2	22	0.00000
Chryseobacterium sp. 6424	2039166	S	19	6	25	0.00000
Chryseobacterium sp. G0162	2487063	S	19	22	41	0.00001
Chryseobacterium sp. SNU WT5	2594269	S	19	9	28	0.00001
Chryseobacterium sp. IHB B 17019	1721091	S	18	2	20	0.00000
Chryseobacterium sp.	1871047	S	16	8	24	0.00000
Chryseobacterium sp. cx-624	2758037	S	16	2	18	0.00000
Chryseobacterium indologenes	253	S	165	101	266	0.00005
Chryseobacterium aureum	2497456	S	131	26	157	0.00003
Chryseobacterium shandongense	1493872	S	114	111	225	0.00004
Chryseobacterium cucumeris	1813611	S	91	20	111	0.00002
Chryseobacterium indoltheticum	254	S	78	16	94	0.00002
Chryseobacterium glaciei	1685010	S	71	14	85	0.00002
Chryseobacterium gallinarum	1324352	S	70	34	104	0.00002
Chryseobacterium nakagawai	1241982	S	58	131	189	0.00004
Chryseobacterium bernardetii	1241978	S	57	156	213	0.00004
Chryseobacterium piperi	558152	S	47	4	51	0.00001
Chryseobacterium gleum	250	S	41	81	122	0.00002
Chryseobacterium arthrosphaerae	651561	S	31	34	65	0.00001
Chryseobacterium joostei	112234	S	25	12	37	0.00001
Chryseobacterium carnipullorum	1124835	S	24	13	37	0.00001
Chryseobacterium balustinum	246	S	24	8	32	0.00001
Chryseobacterium camelliae	1265445	S	17	19	36	0.00001
Chryseobacterium manosquense	2754694	S	17	78	95	0.00002
Kaistella carnis	1241979	S	47	14	61	0.00001
Kaistella flava (ex Peng et al. 2021)	2038776	S	35	4	39	0.00001
Kaistella antarctica	266748	S	26	1	27	0.00001
Kaistella jeonii	266749	S	25	1	26	0.00000
Chryseobacterium haifense	421525	S	20	76	96	0.00002
Epilithonimonas vandammei	2487072	S	89	208	297	0.00006
Chryseobacterium lactis	1241981	S	34	72	106	0.00002
Chryseobacterium taklimakanense	536441	S	70	63	133	0.00002
Apibacter raozihei	2500547	S	27	3	30	0.00001
Elizabethkingia anophelis	1117645	S	144	384	528	0.00010
Elizabethkingia meningoseptica	238	S	70	5	75	0.00001
Elizabethkingia sp. 2-6	2575699	S	28	125	153	0.00003
Elizabethkingia sp. JS20170427COW	2583851	S	17	2	19	0.00000
Elizabethkingia ursingii	1756150	S	28	13	41	0.00001
Elizabethkingia miricola	172045	S	17	32	49	0.00001
Empedobacter brevis	247	S	34	22	56	0.00001
Empedobacter falsenii	343874	S	14	15	29	0.00001
Empedobacter stercoris	1628248	S	14	9	23	0.00000
Weeksella virosa	1014	S	70	54	124	0.00002
Cloacibacterium normanense	237258	S	39	11	50	0.00001
Ornithobacterium rhinotracheale	28251	S	23	15	38	0.00001
Riemerella anatipestifer	34085	S	20	4	24	0.00000
Blattabacterium cuenoti	1653831	S	121	14	135	0.00003
Blattabacterium clevelandi	164516	S	11	5	16	0.00000
Owenweeksia hongkongensis	253245	S	97	1	98	0.00002
Croceimicrobium hydrocarbonivorans	2761580	S	36	9	45	0.00001
Fluviicola taffensis	191579	S	71	5	76	0.00001
Candidatus Sulcia muelleri	336810	S	61	8	69	0.00001
Spirosoma sp. PL0136	2710596	S	124	10	134	0.00003
Spirosoma sp. KCTC 42546	2520506	S	62	5	67	0.00001
Spirosoma sp. CJU-R4	2728024	S	46	1	47	0.00001
Spirosoma sp. KUDC1026	2745947	S	20	1	21	0.00000
Spirosoma aerolatum	1211326	S	95	3	98	0.00002
Spirosoma pollinicola	2057025	S	91	5	96	0.00002
Spirosoma radiotolerans	1379870	S	61	3	64	0.00001
Spirosoma endbachense	2666025	S	60	27	87	0.00002
Spirosoma aureum	2692134	S	60	33	93	0.00002
Spirosoma rigui	564064	S	57	3	60	0.00001
Spirosoma taeanense	2735870	S	32	2	34	0.00001
Spirosoma montaniterrae	1178516	S	23	0	23	0.00000
Aquirufa nivalisilvae	2516557	S	577	62	639	0.00012
Runella sp. HYN0085	2259595	S	112	9	121	0.00002
Runella sp. SP2	2268026	S	100	4	104	0.00002
Runella slithyformis	106	S	113	7	120	0.00002
Rhodocytophaga rosea	2704465	S	190	3	193	0.00004
Dyadobacter fermentans	94254	S	77	5	82	0.00002
Dyadobacter sp. Q3-56	2747268	S	76	6	82	0.00002
Cytophaga hutchinsonii	985	S	125	6	131	0.00002
Fibrella sp. ES10-3-2-2	1834519	S	77	5	82	0.00002
Fibrella aestuarina	651143	S	41	2	43	0.00001
Arcticibacterium luteifluviistationis	1784714	S	102	8	110	0.00002
Leadbetterella byssophila	316068	S	82	56	138	0.00003
Hymenobacter sp. PAMC 26554	1484116	S	104	5	109	0.00002
Hymenobacter sp. PAMC 26628	1484118	S	81	12	93	0.00002
Hymenobacter sp. BRD128	2675878	S	48	4	52	0.00001
Hymenobacter sp. DG01	2584940	S	42	15	57	0.00001
Hymenobacter sp. APR13	1356852	S	38	18	56	0.00001
Hymenobacter sp. DG25B	1385664	S	33	7	40	0.00001
Hymenobacter sp. NBH84	2596915	S	27	2	29	0.00001
Hymenobacter sp. BRD67	2675877	S	26	21	47	0.00001
Hymenobacter sp. HDW8	2714932	S	22	100	122	0.00002
Hymenobacter sp. TS19	2735321	S	22	1	23	0.00000
Hymenobacter sp. S2-20-2	2761579	S	20	2	22	0.00000
Hymenobacter sp. DG25A	1385663	S	16	4	20	0.00000
Hymenobacter qilianensis	1385715	S	69	10	79	0.00001
Hymenobacter busanensis	2607656	S	60	3	63	0.00001
Hymenobacter sedentarius	1411621	S	49	2	51	0.00001
Hymenobacter jejuensis	2502781	S	47	2	49	0.00001
Hymenobacter nivis	1850093	S	39	6	45	0.00001
Hymenobacter swuensis	1446467	S	36	5	41	0.00001
Hymenobacter oligotrophus	2319843	S	35	1	36	0.00001
Hymenobacter russus	2724192	S	21	2	23	0.00000
Hymenobacter baengnokdamensis	2615203	S	12	11	23	0.00000
Pontibacter russatus	2694929	S	69	4	73	0.00001
Pontibacter pudoricolor	2694930	S	61	4	65	0.00001
Pontibacter korlensis	400092	S	60	5	65	0.00001
Pontibacter akesuensis	388950	S	42	4	46	0.00001
Pontibacter sp. SGAir0037	2571030	S	40	7	47	0.00001
Pontibacter actiniarum	323450	S	31	8	39	0.00001
Adhaeribacter radiodurans	2745197	S	92	16	108	0.00002
Adhaeribacter swui	2086471	S	60	11	71	0.00001
Rufibacter tibetensis	512763	S	35	3	38	0.00001
Rufibacter sp. DG15C	1379909	S	16	3	19	0.00000
Rufibacter radiotolerans	1379910	S	14	0	14	0.00000
Nibribacter ruber	2698458	S	16	3	19	0.00000
Algoriphagus machipongonensis	388413	S	88	6	94	0.00002
Algoriphagus sanaruensis	1727163	S	56	6	62	0.00001
Algoriphagus sp. Y33	2772483	S	36	3	39	0.00001
Belliella baltica	232259	S	158	49	207	0.00004
Echinicola sp. LN3S3	2591634	S	34	1	35	0.00001
Echinicola sp. 20G	2781961	S	32	1	33	0.00001
Echinicola rosea	1807691	S	30	10	40	0.00001
Echinicola vietnamensis	390884	S	21	10	31	0.00001
Echinicola strongylocentroti	1795355	S	12	1	13	0.00000
Cyclobacterium amurskyense	320787	S	41	1	42	0.00001
Cyclobacterium marinum	104	S	36	8	44	0.00001
Aquiflexum balticum	280473	S	59	4	63	0.00001
Flammeovirga sp. MY04	1191459	S	437	25	462	0.00009
Flammeovirga pectinis	2494373	S	45	3	48	0.00001
Roseivirga pacifica	1267423	S	78	2	80	0.00002
Fulvivirga sp. S481	2810512	S	29	1	30	0.00001
Chryseolinea soli	2321403	S	28	0	28	0.00001
Marivirga tractuosa	1006	S	57	21	78	0.00001
Bernardetia litoralis	999	S	51	2	53	0.00001
Candidatus Amoebophilus asiaticus	281120	S	12	0	12	0.00000
Pedobacter sp. SW-16	2766984	S	320	40	360	0.00007
Pedobacter sp. PACM 27299	1727164	S	121	11	132	0.00002
Pedobacter sp. eg	2201271	S	116	6	122	0.00002
Pedobacter sp. CJ43	2605747	S	115	5	120	0.00002
Pedobacter sp. KBS0701	2578106	S	92	14	106	0.00002
Pedobacter sp. HDW13	2714940	S	84	7	91	0.00002
Pedobacter sp. G11	2482728	S	53	4	57	0.00001
Pedobacter sp. JBR3-12	2789740	S	44	2	46	0.00001
Pedobacter ginsengisoli	363852	S	828	74	902	0.00017
Pedobacter steynii	430522	S	127	7	134	0.00003
Pedobacter cryoconitis	188932	S	123	6	129	0.00002
Pedobacter roseus	336820	S	81	15	96	0.00002
Pedobacter heparinus	984	S	79	3	82	0.00002
Pedobacter suwonensis	332999	S	76	11	87	0.00002
Sphingobacterium multivorum	28454	S	487	836	1323	0.00025
Sphingobacterium siyangense	459529	S	294	110	404	0.00008
Sphingobacterium sp. DR205	2713573	S	67	3	70	0.00001
Sphingobacterium sp. UDSM-2020	2795738	S	63	27	90	0.00002
Sphingobacterium sp. CZ-2	2557994	S	49	13	62	0.00001
Sphingobacterium sp. ML3W	1538644	S	39	14	53	0.00001
Sphingobacterium sp. dk4302	2662364	S	26	1	27	0.00001
Sphingobacterium sp. 21	743722	S	16	166	182	0.00003
Sphingobacterium spiritivorum	258	S	207	222	429	0.00008
Sphingobacterium daejeonense	371142	S	58	15	73	0.00001
Sphingobacterium thalpophilum	259	S	56	108	164	0.00003
Sphingobacterium lactis	797291	S	41	56	97	0.00002
Sphingobacterium mizutaii	1010	S	29	3	32	0.00001
Sphingobacterium psychroaquaticum	561061	S	26	4	30	0.00001
Sphingobacterium hotanense	649196	S	14	5	19	0.00000
Mucilaginibacter sp. 14171R-50	2703789	S	87	1	88	0.00002
Mucilaginibacter sp. F39-2	2728022	S	61	1	62	0.00001
Mucilaginibacter rubeus	2027860	S	115	191	306	0.00006
Mucilaginibacter mallensis	652787	S	84	1	85	0.00002
Mucilaginibacter celer	2305508	S	80	1	81	0.00002
Mucilaginibacter gotjawali	1550579	S	73	0	73	0.00001
Mucilaginibacter paludis	423351	S	72	1	73	0.00001
Mucilaginibacter ginsenosidivorax	862126	S	70	1	71	0.00001
Mucilaginibacter xinganensis	1234841	S	62	1	63	0.00001
Mucilaginibacter ginsenosidivorans	398053	S	46	0	46	0.00001
Mucilaginibacter mali	2740462	S	43	0	43	0.00001
Mucilaginibacter gossypii	551996	S	41	18	59	0.00001
Mucilaginibacter ginkgonis	2682091	S	28	0	28	0.00001
Solitalea canadensis	995	S	79	2	81	0.00002
Pseudopedobacter saltans	151895	S	49	52	101	0.00002
Olivibacter sp. SDN3	2764720	S	27	5	32	0.00001
Anseongella ginsenosidimutans	496056	S	29	0	29	0.00001
Chitinophaga sp. XS-30	2604421	S	81	18	99	0.00002
Chitinophaga sp. MD30	2033437	S	51	39	90	0.00002
Chitinophaga pinensis	79329	S	149	22	171	0.00003
Chitinophaga caeni	2029983	S	63	10	73	0.00001
Chitinophaga agri	2703787	S	63	17	80	0.00002
Chitinophaga alhagiae	2203219	S	12	0	12	0.00000
Arachidicoccus sp. B3-10	2545455	S	103	4	107	0.00002
Arachidicoccus sp. BS20	1850526	S	66	35	101	0.00002
Arachidicoccus soli	2341117	S	102	13	115	0.00002
Arachidicoccus ginsenosidivorans	496057	S	78	11	89	0.00002
Panacibacter ginsenosidivorans	1813871	S	258	9	267	0.00005
Niabella ginsenosidivorans	1176587	S	127	17	144	0.00003
Niabella soli	446683	S	89	15	104	0.00002
Filimonas lacunae	477680	S	209	29	238	0.00004
Flavisolibacter tropicus	1492898	S	97	16	113	0.00002
Flavisolibacter ginsenosidimutans	661481	S	93	5	98	0.00002
Lacibacter sp. S13-6-6	2760713	S	193	7	200	0.00004
Niastella koreensis	354356	S	139	16	155	0.00003
Flavihumibacter sp. SB-02	2676868	S	133	15	148	0.00003
Paraflavitalea soli	2315862	S	112	10	122	0.00002
Pseudocnuella soli	2502779	S	91	11	102	0.00002
Pseudobacter ginsenosidimutans	661488	S	78	7	85	0.00002
Bacteroides sp. CBA7301	2715212	S	15	0	15	0.00000
Bacteroides sp. HF-5287	2650157	S	12	5	17	0.00000
Bacteroides fragilis	817	S	34	53	87	0.00002
Bacteroides intestinalis	329854	S	25	2	27	0.00001
Bacteroides cellulosilyticus	246787	S	19	3	22	0.00000
Bacteroides ovatus	28116	S	16	22	38	0.00001
Bacteroides xylanisolvens	371601	S	13	19	32	0.00001
Bacteroides thetaiotaomicron	818	S	12	3	15	0.00000
Bacteroides eggerthii	28111	S	12	5	17	0.00000
Bacteroides heparinolyticus	28113	S	11	2	13	0.00000
Alistipes communis	2585118	S	53	23	76	0.00001
Alistipes finegoldii	214856	S	35	9	44	0.00001
Alistipes dispar	2585119	S	31	4	35	0.00001
Alistipes megaguti	2364787	S	30	4	34	0.00001
Alistipes sp. dk3624	2662363	S	23	6	29	0.00001
Alistipes onderdonkii	328813	S	13	2	15	0.00000
Alistipes shahii	328814	S	10	3	13	0.00000
Prevotella denticola	28129	S	45	6	51	0.00001
Prevotella copri	165179	S	36	24	60	0.00001
Prevotella sp. WR041	2801997	S	21	0	21	0.00000
Prevotella intermedia	28131	S	17	3	20	0.00000
Prevotella dentalis	52227	S	15	2	17	0.00000
Prevotella oris	28135	S	11	1	12	0.00000
Alloprevotella sp. E39	2133944	S	16	0	16	0.00000
Parabacteroides goldsteinii	328812	S	54	11	65	0.00001
Dysgonomonas sp. HDW5B	2714927	S	15	8	23	0.00000
Dysgonomonas sp. HDW5A	2714926	S	11	6	17	0.00000
Proteiniphilum saccharofermentans	1642647	S	26	1	27	0.00001
Petrimonas mucosa	1642646	S	10	0	10	0.00000
Muribaculum gordoncarteri	2530390	S	11	0	11	0.00000
Sodaliphilus pleomorphus	2606626	S	10	7	17	0.00000
Phocaeicola coprophilus	387090	S	17	16	33	0.00001
Phocaeicola salanitronis	376805	S	14	13	27	0.00001
Salinivirga cyanobacteriivorans	1307839	S	31	0	31	0.00001
Odoribacter splanchnicus	28118	S	15	2	17	0.00000
Coprobacter sp. 2CBH44	2751153	S	10	5	15	0.00000
Paludibacter propionicigenes	185300	S	14	0	14	0.00000
Tenuifilum thalassicum	2590900	S	13	0	13	0.00000
Draconibacterium orientale	1168034	S	30	1	31	0.00001
Draconibacterium sp. M1	2706887	S	25	1	26	0.00000
Labilibaculum antarcticum	1717717	S	24	1	25	0.00000
Alkalitalea saponilacus	889453	S	13	1	14	0.00000
Rhodothermus marinus	29549	S	142	0	142	0.00003
Salinibacter ruber	146919	S	98	0	98	0.00002
Haliscomenobacter hydrossis	2350	S	42	1	43	0.00001
Saprospira grandis	1008	S	17	0	17	0.00000
Chlorobaculum limnaeum	274537	S	71	1	72	0.00001
Chlorobaculum parvum	274539	S	18	0	18	0.00000
Chlorobaculum tepidum	1097	S	16	0	16	0.00000
Pelodictyon phaeoclathratiforme	34090	S	14	0	14	0.00000
Prosthecochloris aestuarii	1102	S	10	0	10	0.00000
Ignavibacterium album	591197	S	71	0	71	0.00001
Gemmatimonas phototrophica	1379270	S	1317	85	1402	0.00026
Gemmatimonas aurantiaca	173480	S	1300	57	1357	0.00025
Gemmatimonas sp. TET16	2732249	S	856	44	900	0.00017
Gemmatirosa kalamazoonesis	861299	S	506	32	538	0.00010
Fibrobacter succinogenes	833	S	12	0	12	0.00000
Lacipirellula limnantheis	2528024	S	736	65	801	0.00015
Lacipirellula parvula	2650471	S	615	44	659	0.00012
Botrimarina mediterranea	2528022	S	236	10	246	0.00005
Pirellulimonas nuda	2528009	S	170	8	178	0.00003
Aeoliella mucimassa	2527972	S	47	2	49	0.00001
Bythopirellula goksoyri	1400387	S	13	0	13	0.00000
Rosistilla oblonga	2527990	S	75	8	83	0.00002
Rosistilla carotiformis	2528017	S	35	6	41	0.00001
Stieleria neptunia	2527979	S	81	4	85	0.00002
Stieleria maiorica	2795974	S	36	4	40	0.00001
Bremerella volcania	2527984	S	97	7	104	0.00002
Anatilimnocola aggregata	2528021	S	81	5	86	0.00002
Lignipirellula cremea	2528010	S	80	6	86	0.00002
Roseimaritima ulvae	980254	S	75	1	76	0.00001
Pirellula staleyi	125	S	45	1	46	0.00001
Pirellula sp. SH-Sr6A	1632865	S	23	0	23	0.00000
Mariniblastus fucicola	980251	S	24	0	24	0.00000
Aureliella helgolandensis	2527968	S	21	1	22	0.00000
Gemmata obscuriglobus	114	S	214	17	231	0.00004
Gemmata sp. SH-PL17	1630693	S	68	40	108	0.00002
Gemmata massiliana	1210884	S	57	29	86	0.00002
Urbifossiella limnaea	2528023	S	390	24	414	0.00008
Frigoriglobus tundricola	2774151	S	274	36	310	0.00006
Limnoglobus roseus	2598579	S	262	9	271	0.00005
Tuwongella immobilis	692036	S	39	1	40	0.00001
Planctomyces sp. SH-PL62	1636152	S	213	57	270	0.00005
Planctomyces sp. SH-PL14	1632864	S	166	6	172	0.00003
Gimesia panareensis	2527978	S	104	19	123	0.00002
Gimesia maris	122	S	15	4	19	0.00000
Gimesia fumaroli	2527976	S	15	5	20	0.00000
Gimesia chilikensis	2605989	S	14	18	32	0.00001
Gimesia aquarii	2527964	S	13	0	13	0.00000
Alienimonas californiensis	2527989	S	200	11	211	0.00004
Maioricimonas rarisocia	2528026	S	102	12	114	0.00002
Caulifigura coniformis	2527983	S	86	2	88	0.00002
Crateriforma conspicua	2527996	S	64	9	73	0.00001
Fuerstia marisgermanicae	1891926	S	32	0	32	0.00001
Symmachiella dynata	2527995	S	31	2	33	0.00001
